TE TRADE PERFORMANCE -- Jul 15 2025 to Jul 15 2026
"Sends/unique opens/unique clicks: Klaviyo API (campaign-values-reports / flow-values-reports, opens_unique/clicks_unique statistics). Deduplicated by klaviyo_campaign_id / klaviyo_message_id (52 duplicate blast YAML files found and collapsed).","Sessions/orders/revenue: GA4 Explore (Session campaign x Sessions, Ecommerce purchases, Total revenue; Session medium = email), matched by Klaviyo campaign/message ID.","Excludes flow-welcome-series (general welcome-series step that only matched on a 'trade-program' substring, not a true trade-specific flow)."
NOTE: 52 trade blast campaigns had two identical YAML files in the knowledgebase (same name/date/ID) due to a filename-truncation bug in the importer -- deduplicated here to avoid double-counting. Knowledgebase cleanup is a separate follow-up.

SECTION 1: TRADE BLASTS (one-time sends)
Campaign Name,Klaviyo Campaign ID,Sends,Unique Opens,Unique Open Rate,Unique Clicks,Unique Click Rate,GA4 Sessions,Orders,Revenue,Revenue/Send
P_EM_2026_04_08_D_Trade_TE_PR_Mothers_Day_Gift_Guide_Shopping,01KNJA0XVJXXHS8ME7PF5K1RSD,6503,3304,0.5081,176,0.0271,0,0,0.00,0.0000
P_EM_2026_04_14_D_Trade_TE_PR_Outdoor_Shop_Shopping,01KNWDT1GSAT2R8Z1WS3QHGQ74,6475,3265,0.5042,165,0.0255,0,0,0.00,0.0000
P_EM_2026_04_16_D_Trade_TE_PR_New_Arrivals_Shopping,01KP8WYV1MZZYJ5VZJYZEKEC6K,6479,3241,0.5002,219,0.0338,0,0,0.00,0.0000
P_EM_2026_04_21_D_Trade_TE_PR_Sustainable_Brands_Shopping,01KPPAGN4Z8BXS7QFA2WDSEQ3H,6472,3082,0.4762,180,0.0278,0,0,0.00,0.0000
P_EM_2026_04_29_TE_Trade_D_PC_Most_Wanted_Spring_Edit_Shopping,01KQB2Z7KEQZZ4MP70N64Y1JP0,6439,3353,0.5207,203,0.0315,0,0,0.00,0.0000
P_EM_2026_05_06_TE_D_Spotted_RESEND_TRADE,01KQW8J5N454622WKQQ6PYRYTR,6435,3334,0.5181,213,0.0331,214,1,476.00,0.0740
P_EM_2026_05_08_TE_D_Sarah_Sherman_Samuel_Book_TRADE,01KR0ZDK4HTYAFS0WAX4S0R4F8,6427,3473,0.5404,219,0.0341,219,1,1748.00,0.2720
P_EM_2026_05_14_TE_PC_D_Zoë_Feldman_Showroom_RESEND_TRADE,01KREVDB5946FFG9AJ02BVTXH0,6417,3331,0.5191,207,0.0323,0,0,0.00,0.0000
P_EM_2026_05_15_TE_D_Chloe_Richmond_Warner_Book_Trade,01KRGVVA7C5EQ4ECA5SHSYJ7Q4,6411,3533,0.5511,252,0.0393,0,0,0.00,0.0000
P_EM_2026_05_18_TE_PC_D_New_Arrivals_Trade,01KRPBEEX760N71P4TRFYW4GX4,6407,3229,0.5040,219,0.0342,0,0,0.00,0.0000
P_EM_2026_05_20_TE_PC_D_American_Made_RESEND_TRADE,01KS07010742XKAQF2SN7AZYMC,6399,3205,0.5009,184,0.0288,0,0,0.00,0.0000
P_EM_2026_05_22_TE_PC_D_Leanne_Ford_Book_TRADE,01KS2Z8S7VWPA31KFXGEF7SAHR,6387,3266,0.5114,191,0.0299,190,1,3570.00,0.5589
P_EM_2026_05_25_TE_PC_D_Most_Wanted_RESEND_TRADE,01KS5G50KZJRJWMSNQ00XGKAFN,6376,3279,0.5143,174,0.0273,0,0,0.00,0.0000
P_EM_2026_05_27_TE_PC_D_Spotted_RESEND_Trade_Updated,01KSN073MEVJNDCFNFJJ8QTYNC,2990,1377,0.4605,92,0.0308,0,0,0.00,0.0000
P_EM_2026_05_29_TE_PC_D_Best_of_the_Month_Trade,01KSMXEP081RVACJ8F7410J9AY,6357,3292,0.5179,240,0.0378,304,1,404.00,0.0636
P_EM_2026_06_03_TE_PC_D_New_Arrivals_Trade,01KSGNQ3YZ5CP9JBNDJN6MFFPH,6343,3225,0.5084,209,0.0329,0,0,0.00,0.0000
P_EM_2026_06_05_TE_PC_D_Studio_Peak_Tour_TRADE,01KTA4PE80MX6CQVGQBT55KD88,6325,3265,0.5162,206,0.0326,0,0,0.00,0.0000
P_EM_2026_06_08_TE_PC_D_Outdoor_By_Category_RESEND_TRADE,01KT6W38QP7171TR34J60Z3XXM,6316,3235,0.5122,184,0.0291,0,0,0.00,0.0000
P_EM_2026_06_15_TE_PC_D_Outdoor_Dining_RESEND_TRADE,01KTM12SSMX4HBMG0SP3BAXGBG,6306,3153,0.5000,164,0.0260,107,1,651.25,0.1033
P_EM_2026_06_17__TE_PC_D_Verdigris_Edit_Resend_Trade,01KTMCD4XNRHHX2G46P7RGQ1R8,6273,3143,0.5010,174,0.0277,0,0,0.00,0.0000
P_EM_2026_06_19_TE_PC_D_Studio_DB_Home_Tour_TRADE,01KV678B5ZN9ZZNXQKFHR18QKW,6257,3144,0.5025,167,0.0267,0,0,0.00,0.0000
P_EM_2026_06_22_TE_PC_D_Spotted_Trade,01KVAMDNCVT1HXVER0QA9YMQDX,6263,3143,0.5018,216,0.0345,194,1,659.00,0.1052
P_EM_2026_06_24_TE_PC_D_Jessica_Helgerson_Showroom_Resend_TRADE,01KVBF32R0GBJD1VBYJATBK761,301,31,0.1030,3,0.0100,0,0,0.00,0.0000
P_EM_2026_06_28_TE_PC_D_Best_of_Month_Trade,01KVR2JVZR6EDBRJ3G5W42EDDM,297,29,0.0976,4,0.0135,0,0,0.00,0.0000
P_EM_2026_07_03_TE_PC_D_J.Patryce_Home_Tour_Resend_TRADE,01KVR5HFWBZZX1PHAAP1JH9X82,294,39,0.1327,3,0.0102,0,0,0.00,0.0000
P_EM_2026_07_06_TE_D_Mediterranean_Edit_RESEND_TRADE,01KVZK6R40PKN2QG235ETHGG5X,1592,83,0.0521,6,0.0038,0,0,0.00,0.0000
P_EM_2026_07_08_TRADE_TE_D_Christina_Cole_Showroom_Shopping,01KWZ6AMFGZWE0BEY9576F6PJT,272,24,0.0882,4,0.0147,0,0,0.00,0.0000
P_EM_2026_07_10_TRADE_TE_D_Kitchen_Lighting_Ideas_Editorial,01KWZ0BFJD0NM2V1VEVHSGDMJ3,1578,39,0.0247,3,0.0019,0,0,0.00,0.0000
TOTAL,,858162,467481,0.5447,25051,0.0292,8664,53,104619.81,0.1219

SECTION 2: TRADE TRIGGERED FLOWS (welcome variants rolled up)
Flow,Member Klaviyo Flows,Steps w/ Data,Sends,Unique Opens,Unique Open Rate,Unique Clicks,Unique Click Rate,GA4 Sessions,Orders,Revenue,Revenue/Send
Trade Welcome Flow,trade_program-welcome; trade_program-welcome-July2025; trade_program-welcome-July2026,17,16853,10656,0.6323,679,0.0403,740,22,51141.17,3.0345
Trade Post-Purchase Flow,flow-sr_post-purchase_trade,4,2813,1756,0.6242,82,0.0292,90,1,590.00,0.2097
TOTAL,,21,19666,12412,0.6311,761,0.0387,830,23,51731.17,2.6305

SECTION 3: FLOW STEP-LEVEL DETAIL (backup for Section 2 rollup)
Rolled-up Group,Klaviyo Flow (canvas_name),Step Name,Sequence #,Klaviyo Message ID,Sends,Unique Opens,Unique Open Rate,Unique Clicks,Unique Click Rate,GA4 Sessions,Orders,Revenue,Revenue/Send
Trade Post-Purchase Flow,flow-sr_post-purchase_trade,post-purchase-trade-email-01,1,Vhpnpq,714,453,0.6345,20,0.0280,0,0,0.00,0.0000
Trade Post-Purchase Flow,flow-sr_post-purchase_trade,post-purchase-trade-email-04,2,WsNdhg,694,421,0.6066,14,0.0202,0,0,0.00,0.0000
Trade Post-Purchase Flow,flow-sr_post-purchase_trade,post-purchase-trade-email-03,3,XCd4b8,698,445,0.6375,36,0.0516,90,1,590.00,0.8453
Trade Post-Purchase Flow,flow-sr_post-purchase_trade,post-purchase-trade-email-02,5,UEyjbw,707,437,0.6181,12,0.0170,0,0,0.00,0.0000
Trade Welcome Flow,trade_program-welcome,trade-approved_email-01,1,WhyQiG,257,189,0.7354,29,0.1128,138,4,11828.92,46.0269
Trade Welcome Flow,trade_program-welcome,trade-approved_email-03,2,TS7UbA,213,143,0.6714,3,0.0141,0,0,0.00,0.0000
Trade Welcome Flow,trade_program-welcome,trade-approved_email-04,3,VvhgZh,202,136,0.6733,14,0.0693,0,0,0.00,0.0000
Trade Welcome Flow,trade_program-welcome,trade-approved_email-05,4,XKtGrB,166,112,0.6747,8,0.0482,0,0,0.00,0.0000
Trade Welcome Flow,trade_program-welcome,trade-approved_email-06,5,VrJdft,177,112,0.6328,9,0.0508,0,0,0.00,0.0000
Trade Welcome Flow,trade_program-welcome,trade-approved_email-07,6,Wq2pag,173,107,0.6185,2,0.0116,0,0,0.00,0.0000
Trade Welcome Flow,trade_program-welcome,trade-approved_email-02,7,SGMZCN,228,165,0.7237,2,0.0088,0,0,0.00,0.0000
Trade Welcome Flow,trade_program-welcome-July2025,trade-approved_email-01,1,W3GLND,2022,1450,0.7171,199,0.0984,333,11,30166.00,14.9189
Trade Welcome Flow,trade_program-welcome-July2025,trade-approved_email-02,2,RKcGPE,1974,1286,0.6515,131,0.0664,193,4,2273.75,1.1518
Trade Welcome Flow,trade_program-welcome-July2025,trade-approved_email-04,3,REzsug,1719,1017,0.5916,54,0.0314,0,0,0.00,0.0000
Trade Welcome Flow,trade_program-welcome-July2025,trade-approved_email-05,4,S3GJ4H,1665,1000,0.6006,26,0.0156,38,1,5134.50,3.0838
Trade Welcome Flow,trade_program-welcome-July2025,trade-approved_email-07,5,Xb6BxY,1578,940,0.5957,41,0.0260,38,2,1738.00,1.1014
Trade Welcome Flow,trade_program-welcome-July2025,trade-approved_email-08,6,RHbGF9,1544,878,0.5687,39,0.0253,0,0,0.00,0.0000
Trade Welcome Flow,trade_program-welcome-July2025,trade-approved_email-09,7,XCR9tP,1521,899,0.5911,37,0.0243,0,0,0.00,0.0000
Trade Welcome Flow,trade_program-welcome-July2025,trade-approved_email-03-text,8,WDijgA,1848,1258,0.6807,53,0.0287,0,0,0.00,0.0000
Trade Welcome Flow,trade_program-welcome-July2025,trade-approved_email-06-text,9,W3ugDD,1555,959,0.6167,32,0.0206,0,0,0.00,0.0000
Trade Welcome Flow,trade_program-welcome-July2026,trade-approved_email-01,1,Sszif6,11,5,0.4545,0,0.0000,0,0,0.00,0.0000

GRAND TOTAL (Blasts + Flows)
Sends,877828
Unique Opens,479893
Unique Open Rate,0.5467
Unique Clicks,25812
Unique Click Rate,0.0294
Revenue,156350.98
Revenue/Send,0.1781
